"rgn_id","component","value"
1,"livelihood",0.30690347752668
5,"livelihood",0.30690347752668
4,"livelihood",0.30690347752668
2,"livelihood",0.30690347752668
3,"livelihood",0.30690347752668
1,"economy",0.0510628534778498
5,"economy",0.0510628534778498
4,"economy",0.0510628534778498
2,"economy",0.0510628534778498
3,"economy",0.0510628534778498
