"rgn_id","habitat","health"
1,"soft_bottom",0.953081538236
5,"soft_bottom",0.953081538236
4,"soft_bottom",0.953081538236
2,"soft_bottom",0.953081538236
3,"soft_bottom",0.953081538236
1,"coral",1
5,"coral",1
4,"coral",1
2,"coral",1
3,"coral",1
1,"mangrove",0.741379310344828
5,"mangrove",0.741379310344828
4,"mangrove",0.741379310344828
2,"mangrove",0.741379310344828
3,"mangrove",0.741379310344828
